,actual
4407,1410.0
45566,1571.0
34986,5162.0
65411,1688.0
21009,2230.0
117450,2210.0
23655,1710.0
14954,2690.0
129600,2255.0
78747,687.0
139239,1615.0
149342,1621.0
82321,1325.0
138664,2409.0
142280,1469.0
105759,963.0
44839,1047.0
6403,2551.0
15063,2146.0
78660,1262.0
50814,1607.0
155553,2991.0
80282,3647.0
352,2215.0
125401,2165.0
140160,1109.0
39115,2271.0
106574,940.0
149007,1196.0
136029,1388.0
14890,2496.0
4294,4046.0
123014,1274.0
83416,1348.0
25786,2215.0
156942,934.0
27443,1610.0
131703,1202.0
8839,736.0
39473,1046.0
64178,1552.0
93674,1523.0
133118,1914.0
146310,3074.0
808,544.0
90916,498.0
94108,1463.0
83142,3416.0
40594,2028.0
31569,2324.0
141657,1037.0
156067,1159.0
76698,1945.0
55473,1875.0
89932,2820.0
24008,3295.0
113646,1450.0
7287,3672.0
71468,493.0
115988,3738.0
54523,2271.0
97972,4285.0
56460,2229.0
32660,3481.0
154088,2221.0
78901,1952.0
32629,2574.0
47933,934.0
133179,1607.0
102490,2132.0
16606,2741.0
124858,3741.0
128637,1354.0
17760,1164.0
18544,1183.0
81927,2822.0
52412,2876.0
120337,2736.0
99284,2521.0
90889,2042.0
96996,2609.0
45434,2520.0
62408,786.0
18244,3192.0
21545,2991.0
151860,1011.0
115341,1071.0
64434,1872.0
40672,1981.0
46117,1300.0
58986,1981.0
1297,1222.0
61085,3286.0
69990,1870.0
149230,1861.0
112712,1934.0
142563,1943.0
119666,3101.0
81306,2335.0
42820,1406.0
125974,2340.0
17768,1134.0
35208,2127.0
120331,1222.0
47022,2089.0
49516,1982.0
16435,529.0
137761,1978.0
131381,1308.0
68908,2169.0
93749,1814.0
144820,2749.0
91772,3157.0
41952,2545.0
144274,2727.0
9318,1208.0
148514,1004.0
1781,1756.0
102431,222.0
132899,1228.0
141095,1856.0
87298,689.0
68111,3212.0
41084,1905.0
71041,2454.0
86428,2185.0
61609,879.0
133207,2471.0
151554,2001.0
27225,3486.0
27416,1424.0
87547,6391.0
54795,2406.0
67095,798.0
51475,658.0
52554,1426.0
114296,2928.0
51335,2402.0
69210,1371.0
52693,1048.0
63769,2125.0
78698,2063.0
108808,2970.0
77774,1543.0
52545,1009.0
64748,1843.0
70688,2897.0
104006,1093.0
34225,1660.0
109888,2258.0
115775,1913.0
89441,2164.0
120099,1830.0
84364,1799.0
31443,1183.0
69177,2699.0
73940,3149.0
25728,1935.0
90585,3199.0
123591,1477.0
11596,2112.0
62050,1212.0
7613,2371.0
77007,2585.0
44234,1251.0
127872,2858.0
145353,2420.0
34283,1574.0
118186,1651.0
64728,510.0
140075,1001.0
55683,1408.0
40909,1010.0
91059,1918.0
37711,1292.0
21803,1218.0
154841,1693.0
148565,970.0
127420,817.0
74724,802.0
15413,2152.0
15754,1070.0
5717,917.0
150014,1886.0
58165,947.0
64224,1560.0
85247,4172.0
132206,1529.0
43998,3607.0
57997,2636.0
92407,2222.0
64579,2991.0
49674,3195.0
94550,3263.0
69415,824.0
156915,1308.0
129685,1061.0
93982,1360.0
49793,1794.0
69886,289.0
129775,666.0
122258,2005.0
113537,623.0
58265,2594.0
13140,2423.0
64021,1882.0
4960,316.0
148494,2644.0
88403,1964.0
121744,1063.0
146893,3452.0
94047,2179.0
89492,1124.0
155661,3140.0
9788,1731.0
48471,1120.0
111221,2561.0
19993,4496.0
100377,336.0
13630,1451.0
138925,5478.0
150696,1515.0
78784,590.0
55386,2702.0
135504,1305.0
96622,2895.0
115992,569.0
133668,3129.0
62819,1162.0
60252,3634.0
20865,1190.0
43474,1092.0
128554,2019.0
114877,1805.0
144196,1858.0
104195,944.0
90947,1903.0
29106,2452.0
39221,1056.0
15208,2539.0
90861,1717.0
20456,2330.0
33321,2294.0
131226,1549.0
148248,1650.0
89404,2886.0
11470,3263.0
118523,2361.0
152266,2772.0
84554,4534.0
123623,4454.0
110644,1823.0
28739,2005.0
104342,1876.0
101526,892.0
20695,2556.0
135047,1999.0
80935,1219.0
130316,3368.0
144899,2375.0
22623,2069.0
25668,1121.0
99231,1531.0
82942,2370.0
148668,1114.0
23582,790.0
111653,1593.0
94780,2398.0
58040,3795.0
69699,2548.0
49578,2764.0
145835,2798.0
55680,2429.0
124034,801.0
55989,1989.0
85817,1309.0
21377,1957.0
12878,1646.0
87370,973.0
101529,1165.0
140715,1730.0
18308,1429.0
133526,2479.0
86091,2075.0
109624,1633.0
109113,1559.0
143157,1249.0
74034,1238.0
1865,2208.0
67010,1241.0
14693,1555.0
89142,3247.0
18236,3494.0
88408,852.0
48144,1430.0
44364,817.0
142780,3790.0
5701,1363.0
71447,4504.0
147635,2432.0
21390,3267.0
7056,3898.0
64701,1967.0
92058,7211.0
94288,2905.0
121572,2571.0
114243,1882.0
18024,788.0
142064,2032.0
20629,4560.0
145912,1436.0
90351,1624.0
136921,2394.0
71012,1413.0
25163,3125.0
60608,1217.0
26498,1105.0
155687,1689.0
149896,2132.0
153142,2723.0
154192,618.0
73522,1732.0
47424,2063.0
33152,1342.0
2124,1172.0
146957,1055.0
88585,7350.0
21188,2936.0
97085,2063.0
124330,1423.0
47075,6697.0
4591,1646.0
107609,2431.0
125569,895.0
23634,1874.0
105649,1750.0
75324,1315.0
14339,1767.0
151824,1164.0
136091,1175.0
90235,2901.0
100221,4080.0
35232,1849.0
63567,1959.0
55088,2094.0
55611,3473.0
43000,3130.0
9252,2742.0
53848,2030.0
53492,2837.0
103840,2597.0
35128,861.0
22599,4462.0
81411,1271.0
4253,891.0
95912,547.0
137992,1843.0
28598,1473.0
70932,1506.0
116070,576.0
56712,3034.0
34604,1789.0
91434,2538.0
73812,2227.0
136325,2690.0
11689,2112.0
53661,2394.0
145371,1410.0
28533,1668.0
122516,1952.0
33205,1588.0
133220,2810.0
14976,5873.0
65017,2121.0
95218,3844.0
53529,2009.0
54420,1104.0
124936,729.0
141039,1380.0
44800,2332.0
34490,2547.0
130322,2497.0
124686,3218.0
27811,1762.0
1635,951.0
92164,1440.0
778,1060.0
92873,3594.0
105650,3116.0
70556,2428.0
88533,3813.0
101134,1791.0
90637,4463.0
9200,1008.0
91025,1009.0
31142,1585.0
55206,3445.0
13469,2099.0
74729,1808.0
26388,1412.0
132460,2356.0
61959,2723.0
156878,1372.0
124298,1990.0
33679,2214.0
118702,1698.0
47282,1245.0
15364,960.0
118524,1741.0
23426,933.0
36185,823.0
26571,1493.0
144946,2789.0
5379,1291.0
12403,1077.0
152372,1725.0
80895,3057.0
128389,3182.0
10516,1432.0
25411,2700.0
117540,3980.0
59369,1276.0
131733,1511.0
77276,2616.0
101363,1990.0
84265,2258.0
39755,2524.0
35545,1790.0
116307,1302.0
127333,2091.0
131471,1497.0
67771,1414.0
135679,1696.0
22618,2105.0
70445,3263.0
73527,2868.0
1108,867.0
8967,4074.0
21832,636.0
89322,3599.0
130226,3676.0
142567,3626.0
124307,828.0
15201,1399.0
136857,2166.0
154297,1990.0
92877,906.0
92819,1966.0
119907,2012.0
37765,1934.0
23027,2224.0
144603,353.0
109370,2512.0
63504,874.0
79920,1030.0
45954,2481.0
140750,1357.0
156176,3234.0
84100,1678.0
39901,1997.0
26988,1266.0
61584,2203.0
36320,2306.0
8824,1550.0
109891,3054.0
111339,2431.0
37763,2802.0
19972,2459.0
60080,1885.0
129849,1447.0
87087,1687.0
1478,2611.0
132710,543.0
52376,1499.0
38492,2082.0
13095,2773.0
17343,1724.0
66252,3017.0
92262,1318.0
58668,2159.0
68562,1740.0
17362,1806.0
29348,1191.0
146844,1018.0
19081,3335.0
20838,432.0
52141,2740.0
155326,2468.0
145432,869.0
25781,2036.0
119423,2172.0
69138,2607.0
156629,1854.0
26568,935.0
131740,1483.0
38886,1624.0
124597,1131.0
111240,1448.0
81554,981.0
41843,1580.0
59775,1326.0
21066,4239.0
152953,3267.0
41748,1526.0
89643,1048.0
99067,2385.0
124072,1174.0
69238,1540.0
71527,2142.0
29033,1473.0
120848,2591.0
14845,3730.0
35921,2481.0
52804,2801.0
35048,1089.0
91556,563.0
1133,1081.0
55402,1590.0
13790,1596.0
29460,2093.0
45832,402.0
176,2116.0
67694,2166.0
30353,1765.0
105122,1596.0
46509,1934.0
112959,1033.0
32675,4495.0
4004,1469.0
114942,491.0
28600,1948.0
89523,2823.0
126659,1423.0
3322,1107.0
127611,1054.0
90431,1446.0
52578,827.0
20873,1346.0
154313,2515.0
145999,1792.0
64567,2441.0
35687,1968.0
121242,1096.0
113803,1307.0
2985,1567.0
147326,847.0
6416,3723.0
102335,2034.0
69132,1848.0
28865,388.0
8365,1316.0
125624,1963.0
123997,812.0
47363,1844.0
33897,2566.0
146972,1783.0
50474,983.0
74680,1459.0
140168,1943.0
37907,1141.0
29208,2542.0
10879,1989.0
149826,3314.0
130068,891.0
37735,2934.0
40938,1044.0
57203,2296.0
42107,1575.0
17481,2477.0
94512,1583.0
24574,2638.0
132133,2140.0
24712,5626.0
12231,1909.0
50340,1393.0
139192,2004.0
9201,1307.0
51503,2376.0
102837,1185.0
124988,2499.0
63392,2130.0
121332,2231.0
2093,3718.0
35204,2092.0
110066,1784.0
18224,1209.0
142052,2390.0
65904,1560.0
157050,5242.0
51567,1505.0
16085,1974.0
35429,1190.0
119439,2016.0
114252,760.0
96799,479.0
240,2128.0
128672,2824.0
130791,3830.0
15188,2917.0
12508,3568.0
10668,918.0
129875,960.0
73662,914.0
41353,1621.0
115963,1065.0
132339,1917.0
68698,3731.0
17373,3936.0
128698,4065.0
25209,3225.0
52548,2696.0
32962,1610.0
93440,3070.0
103089,1946.0
52448,2020.0
151601,1073.0
58715,2095.0
53269,1840.0
111660,1781.0
141427,2306.0
122187,1592.0
22613,974.0
46719,1143.0
117746,2352.0
127268,5487.0
101483,2635.0
49604,2491.0
60505,661.0
44261,1895.0
63928,1595.0
32596,3020.0
147385,2788.0
132345,1987.0
136835,3226.0
128680,2732.0
36072,1896.0
77266,2219.0
137781,1444.0
17896,1563.0
138931,1374.0
79647,1416.0
24572,2107.0
145246,1342.0
148771,1393.0
124586,1233.0
10935,3862.0
91717,976.0
54497,785.0
127090,1573.0
149302,1776.0
80872,731.0
127493,648.0
117434,5605.0
5676,2707.0
130283,2295.0
67149,818.0
77139,5390.0
103594,1724.0
112793,1265.0
123768,3189.0
110611,653.0
51519,957.0
108482,950.0
135550,1420.0
73140,1793.0
10218,3016.0
33995,2767.0
153374,1943.0
145675,1541.0
95710,1389.0
82008,2394.0
34709,2233.0
58914,1140.0
28569,1300.0
110581,2052.0
131647,1564.0
140759,825.0
125182,3241.0
72305,3178.0
129760,1982.0
103216,3446.0
99354,2947.0
62534,1150.0
26236,1688.0
26113,943.0
116259,3017.0
72030,1760.0
63871,1746.0
96672,743.0
26830,3786.0
3982,1551.0
149217,2900.0
151569,682.0
116632,2039.0
138621,916.0
111320,1763.0
114130,1422.0
70217,2445.0
74400,3565.0
84989,1664.0
53763,945.0
59871,785.0
24965,2792.0
105610,1092.0
112589,2511.0
5487,1953.0
30844,2163.0
92064,2334.0
19929,1432.0
126504,5161.0
41988,1082.0
65199,2242.0
103635,1497.0
16251,2389.0
107190,2242.0
4764,1820.0
10015,3013.0
116659,4969.0
87593,3330.0
156734,3454.0
50842,934.0
5281,980.0
77314,5304.0
135301,3022.0
26198,1966.0
146513,1265.0
58043,1572.0
154849,2320.0
109208,1525.0
142792,2282.0
21042,2758.0
30356,379.0
24706,2736.0
28977,3771.0
87967,2429.0
70245,1164.0
124926,2478.0
52270,2577.0
5041,1758.0
54709,587.0
153095,4222.0
45414,2089.0
143725,884.0
102437,1146.0
85006,1812.0
78979,1735.0
13778,2205.0
8559,1827.0
95736,1412.0
40694,3469.0
136660,2124.0
112497,2505.0
115676,1729.0
50824,3489.0
3096,2578.0
2618,3721.0
50236,1392.0
10917,2956.0
26345,2757.0
39801,2334.0
111497,948.0
673,1075.0
49652,1335.0
49760,393.0
14322,4477.0
99880,1002.0
12502,3358.0
39714,1486.0
245,3421.0
23874,3243.0
115892,801.0
100242,1316.0
5061,1547.0
40278,1676.0
39926,1549.0
127263,2100.0
20741,1894.0
18830,1880.0
132456,1723.0
96792,686.0
43401,2677.0
80407,1475.0
111188,1861.0
53028,2143.0
90123,1501.0
121649,1734.0
133126,783.0
34830,1907.0
133077,1607.0
130947,607.0
20763,5932.0
81739,1806.0
90903,1555.0
13173,1373.0
142215,1627.0
102592,2949.0
56245,2883.0
83041,958.0
143841,1641.0
7393,3579.0
120587,1995.0
138766,909.0
13301,1089.0
116870,871.0
124485,3316.0
60267,1067.0
73401,1014.0
148525,724.0
146949,1625.0
93922,1523.0
115824,1824.0
16917,2267.0
139752,2650.0
44612,1027.0
45079,2182.0
9728,1531.0
35557,2498.0
13886,3337.0
130825,4245.0
139389,2284.0
32735,4156.0
89720,1294.0
20995,2906.0
135655,797.0
36422,1587.0
88071,1628.0
49616,1396.0
39900,2802.0
26454,2103.0
15155,2583.0
82907,1938.0
48164,547.0
33648,513.0
122622,2931.0
12482,3184.0
110115,1931.0
54367,1552.0
107922,688.0
128927,1157.0
52589,1734.0
155600,1772.0
14109,2178.0
14005,2529.0
1527,912.0
102265,2773.0
74695,4047.0
112935,3357.0
11949,3665.0
99226,3310.0
136637,2489.0
16861,755.0
98973,1985.0
111669,1353.0
113484,3381.0
2794,1321.0
129211,2823.0
113793,2414.0
48105,1477.0
75243,1639.0
67914,2208.0
49533,2233.0
127674,1154.0
80665,2877.0
38866,882.0
121185,1474.0
111961,925.0
112246,3800.0
155949,1993.0
95701,2166.0
95073,1924.0
132948,2122.0
18168,1201.0
103417,1878.0
69432,1337.0
31083,1888.0
15241,1289.0
68428,1389.0
20917,1176.0
104021,1306.0
127878,1685.0
112179,2047.0
84590,2606.0
122835,783.0
114093,884.0
38230,1783.0
48441,3188.0
2343,3024.0
103338,1592.0
20504,774.0
55236,1458.0
150796,388.0
150666,636.0
136294,1084.0
87369,1735.0
17668,1466.0
30200,3842.0
42693,1953.0
56964,3149.0
103777,3495.0
38392,4119.0
76754,2524.0
39433,1600.0
10525,1555.0
30302,1586.0
95613,677.0
64030,1901.0
117019,1864.0
5038,2848.0
83681,1399.0
148567,1120.0
117030,2888.0
17974,603.0
36044,1166.0
156320,1691.0
26834,1589.0
114577,5142.0
64592,2710.0
99012,1673.0
9066,684.0
44440,2973.0
4119,1933.0
141426,2669.0
94749,2726.0
87678,3207.0
126062,1415.0
129811,2422.0
96906,1440.0
12020,1560.0
1957,2942.0
128522,3509.0
82724,2874.0
122772,1576.0
72246,1966.0
83945,1634.0
15415,2173.0
105143,3113.0
30318,2344.0
29597,1462.0
58538,2545.0
3992,783.0
84469,1275.0
86858,877.0
156667,1560.0
58215,2443.0
131146,1089.0
152222,1807.0
30659,563.0
5857,2484.0
146830,2741.0
68776,3205.0
152931,2530.0
90144,1145.0
126344,3759.0
44616,1108.0
86360,1904.0
23115,2081.0
62517,1098.0
58091,1236.0
97824,2159.0
110524,2259.0
18589,1453.0
33881,2540.0
46500,2558.0
33771,1766.0
151858,2411.0
117922,1181.0
156584,3955.0
6813,2257.0
132114,1264.0
43886,587.0
75315,2075.0
23786,2292.0
91348,1443.0
61487,2411.0
83773,1563.0
2888,1854.0
26656,479.0
86483,2898.0
94915,1198.0
64341,1249.0
39207,1463.0
11646,867.0
89835,4766.0
104956,731.0
45649,1937.0
128442,1081.0
132945,3036.0
81206,425.0
38248,2502.0
86460,1919.0
106503,2175.0
110622,720.0
133594,1192.0
76735,1500.0
57375,1259.0
32222,1736.0
135481,2303.0
96316,1158.0
122836,1919.0
60002,1084.0
98726,3716.0
52868,1443.0
69480,2869.0
101366,2000.0
28453,2711.0
110281,2124.0
12095,1874.0
16017,2509.0
140269,2558.0
23104,2031.0
147623,1056.0
79270,651.0
103518,1279.0
19610,1729.0
81751,2526.0
73563,3333.0
74609,2434.0
78117,1665.0
120001,1966.0
139196,2478.0
32408,820.0
91323,2425.0
70379,1794.0
45039,2558.0
72329,1255.0
88141,2200.0
29065,818.0
95071,3605.0
42520,1064.0
29301,809.0
61151,4372.0
85854,1717.0
56669,2810.0
664,1598.0
99252,1172.0
81192,1049.0
78575,698.0
1499,3108.0
131020,1843.0
1909,1535.0
7686,1138.0
83719,1577.0
88642,3771.0
130969,1385.0
880,4104.0
139829,1254.0
30016,1687.0
155071,2899.0
122804,994.0
149008,1343.0
62829,1803.0
114792,1290.0
58620,3949.0
92687,1485.0
114027,1458.0
2656,5274.0
105226,2389.0
15539,1402.0
73268,2014.0
83153,1492.0
51478,412.0
126613,1082.0
84954,613.0
146917,2191.0
115473,1590.0
123953,1583.0
132582,1906.0
146425,2847.0
126726,787.0
39451,2576.0
70654,960.0
71141,2580.0
64584,913.0
37665,651.0
57526,1689.0
139822,3617.0
143682,1624.0
11548,2299.0
70807,2579.0
3940,1696.0
8812,832.0
50375,937.0
52526,2359.0
36497,1724.0
5762,2130.0
71097,1390.0
41183,3069.0
12831,2369.0
48985,2262.0
115981,2028.0
88484,1603.0
114207,2038.0
20442,1326.0
20293,711.0
51708,457.0
114992,1247.0
14848,646.0
79494,1870.0
52283,1727.0
132014,3050.0
34108,1584.0
34320,2429.0
13581,2174.0
109920,754.0
25855,1569.0
15827,1926.0
15922,2805.0
65623,1470.0
127358,742.0
102157,3100.0
11218,912.0
123077,2522.0
147687,979.0
68117,1193.0
49580,2651.0
65276,1751.0
8951,2683.0
154486,1667.0
47835,791.0
138787,2043.0
127227,2235.0
75460,2059.0
23156,1615.0
45548,3054.0
37439,674.0
82082,2550.0
106723,1139.0
23846,1093.0
111243,840.0
150940,1030.0
96347,992.0
29805,3237.0
12807,1571.0
11536,2150.0
7018,1653.0
81441,1753.0
12359,5284.0
154074,793.0
112688,2596.0
46782,3618.0
89887,2873.0
41572,918.0
130238,2628.0
85243,2497.0
41061,2494.0
125928,3629.0
50341,843.0
53990,2015.0
115000,4615.0
74147,1754.0
69727,1646.0
60374,3214.0
14637,1061.0
80440,1890.0
5052,2185.0
97362,1158.0
83252,2080.0
32054,946.0
125818,1396.0
2732,2367.0
137980,1108.0
2915,7049.0
35488,1807.0
116433,2547.0
111905,4562.0
47430,1348.0
21380,2109.0
139145,3016.0
31315,3657.0
22087,934.0
76297,2301.0
134479,1757.0
67187,2919.0
61662,1240.0
37260,2145.0
138851,1318.0
66909,1583.0
151043,2390.0
77324,1472.0
108788,4385.0
51374,1570.0
98320,1639.0
12993,3175.0
95524,1320.0
5254,1722.0
82024,3290.0
43868,2291.0
156314,2569.0
134786,2253.0
35548,2362.0
71528,2117.0
19579,1557.0
146724,1431.0
110206,1323.0
138271,1280.0
149534,1100.0
43534,2468.0
1188,1970.0
72716,1291.0
137096,1144.0
45245,3020.0
127610,1476.0
58805,1607.0
60826,2771.0
137082,2672.0
70255,1863.0
85935,2062.0
113820,2253.0
122285,1055.0
15998,713.0
16305,2979.0
115239,1240.0
42493,1449.0
83641,2072.0
128465,1842.0
120501,1142.0
70776,409.0
34497,3310.0
19612,4762.0
126052,913.0
20318,880.0
107266,1358.0
124075,2649.0
151155,2722.0
132525,1069.0
94967,1351.0
75745,1060.0
50523,2639.0
78759,1787.0
9312,1367.0
12753,2551.0
87076,1579.0
9933,1689.0
126729,2314.0
113001,1793.0
153219,1737.0
84444,3342.0
69250,1756.0
119608,244.0
137504,2489.0
3109,1962.0
55835,2089.0
111803,854.0
64505,1740.0
147172,2870.0
35773,3844.0
118701,1318.0
153833,2043.0
65680,2546.0
45289,2940.0
58082,2380.0
155754,1390.0
40805,2610.0
96795,1142.0
21498,1628.0
75430,2636.0
107498,5319.0
120739,2233.0
113277,733.0
49911,991.0
44084,718.0
36612,3048.0
129025,1393.0
21656,1855.0
74071,699.0
46293,1922.0
25497,2099.0
112326,3630.0
116020,1059.0
102779,1920.0
94137,1793.0
146847,2197.0
37058,2145.0
128123,1123.0
64377,2174.0
26383,5503.0
108684,1295.0
30504,1364.0
126701,981.0
147045,610.0
88291,1522.0
70521,985.0
2421,666.0
72610,1579.0
124864,790.0
7875,1618.0
127962,1491.0
33055,1706.0
96170,498.0
69900,1050.0
48047,244.0
97946,2593.0
139827,1521.0
143596,2014.0
71966,1449.0
78473,1458.0
60849,1825.0
99273,2006.0
100251,862.0
24885,784.0
147916,679.0
114364,2836.0
55256,504.0
49514,810.0
193,3006.0
41771,2280.0
130640,1221.0
125072,1660.0
99865,1773.0
53538,1542.0
94267,1160.0
152957,3230.0
7307,1597.0
132436,2139.0
23930,3081.0
111007,1141.0
44644,1018.0
155578,2471.0
138730,1094.0
135003,614.0
100179,1436.0
71376,1919.0
24485,553.0
109221,1986.0
43447,1515.0
38192,959.0
155107,1510.0
1607,3990.0
118053,1767.0
94621,2173.0
5270,1322.0
20499,2337.0
135893,2543.0
66706,3082.0
122948,2028.0
32155,3614.0
125562,2378.0
111119,1035.0
84439,731.0
24629,3356.0
2627,2148.0
42410,673.0
106370,2771.0
149010,2015.0
45138,2508.0
81205,1583.0
137485,1772.0
30947,1254.0
112473,2937.0
119978,1822.0
32325,2228.0
73355,688.0
88203,1450.0
104055,1247.0
107140,998.0
16452,2394.0
38446,1016.0
77509,1011.0
27516,736.0
9621,1684.0
100592,881.0
93283,3787.0
12048,863.0
135792,1654.0
24352,1983.0
145930,2328.0
69691,2576.0
51358,747.0
119548,2266.0
34767,2595.0
106409,1115.0
97796,1731.0
125459,1214.0
124235,2154.0
130655,1673.0
32304,2487.0
32205,1236.0
120586,777.0
92645,2572.0
37244,1138.0
59475,1716.0
67300,1520.0
149938,810.0
38427,1842.0
131759,3078.0
6627,3483.0
138593,1794.0
98869,1163.0
3101,1115.0
49072,5147.0
6379,2891.0
126241,1712.0
81314,1070.0
101696,2098.0
32744,1339.0
63136,2482.0
10546,1107.0
153660,1647.0
87356,1919.0
74178,579.0
34105,3552.0
20178,822.0
113436,960.0
92545,1156.0
111331,4022.0
110670,3133.0
10440,963.0
69938,3839.0
50569,2535.0
52909,827.0
98093,3346.0
112672,1539.0
53737,1707.0
76967,832.0
18946,774.0
64800,3682.0
17988,631.0
143048,2532.0
63821,1334.0
31510,1229.0
31031,3135.0
56478,1683.0
33266,1400.0
154144,2045.0
129145,756.0
48547,567.0
44681,2061.0
132400,4345.0
131484,339.0
59671,2501.0
113464,1680.0
118403,1231.0
84708,1771.0
80616,1398.0
74250,961.0
97010,1972.0
46060,1108.0
127292,1206.0
38955,4146.0
89917,2085.0
69884,2860.0
51434,927.0
128613,1244.0
152177,3094.0
108912,1380.0
128697,1640.0
144825,1414.0
131696,2138.0
44366,12685.0
26733,3009.0
61202,2287.0
1264,1615.0
36002,1697.0
20655,4288.0
56332,1142.0
137323,6069.0
102383,1675.0
149724,3396.0
24139,2865.0
70984,1514.0
144752,1720.0
55325,2409.0
96625,4136.0
81389,2411.0
144904,1934.0
117471,2488.0
82190,683.0
53680,1029.0
25213,2281.0
1060,1480.0
46551,1282.0
48429,803.0
31168,8077.0
143709,913.0
114881,1153.0
52906,412.0
98100,5936.0
91925,3049.0
65872,1345.0
140819,1568.0
28423,1416.0
137481,963.0
55362,933.0
69257,1504.0
66721,1038.0
17778,2322.0
66150,805.0
64219,1035.0
9378,6158.0
150172,1639.0
147978,1289.0
110910,2757.0
63634,954.0
51114,1282.0
133193,1932.0
1044,1350.0
151397,1159.0
68021,3077.0
119943,2148.0
101140,2403.0
116613,2269.0
55919,491.0
11990,846.0
93115,2595.0
44853,3514.0
58347,1902.0
103000,1956.0
30915,1353.0
123614,2021.0
56010,1339.0
152873,1125.0
23767,3514.0
95015,1069.0
52410,2316.0
73800,1227.0
61747,2438.0
129136,2786.0
126440,437.0
104060,4730.0
55754,3272.0
24210,3400.0
19241,2351.0
115288,3948.0
119937,1230.0
148963,1162.0
100489,1843.0
60754,1983.0
86810,925.0
24779,2108.0
66762,2165.0
154731,2134.0
134388,3057.0
86566,1410.0
85582,903.0
31198,2177.0
110027,1238.0
150643,1482.0
61694,1092.0
65144,2015.0
5417,4105.0
47763,1436.0
19796,1555.0
45863,2324.0
47429,2992.0
134745,1015.0
74025,2439.0
127519,3390.0
32105,1764.0
93694,1480.0
93291,1290.0
20231,1446.0
126206,905.0
64326,1018.0
145263,1204.0
90808,1774.0
54873,580.0
70209,2488.0
74641,1943.0
64311,1226.0
86264,1744.0
54448,1016.0
137305,1194.0
142346,2840.0
59481,2276.0
142527,2206.0
13633,1045.0
140852,1516.0
87732,2347.0
34324,6298.0
98230,2618.0
122172,1236.0
62198,1410.0
42184,1818.0
23790,1924.0
57314,1845.0
80200,2634.0
84336,1399.0
85527,1270.0
107886,1091.0
2838,2301.0
150999,2366.0
77223,1045.0
73419,1675.0
46378,1767.0
55477,2512.0
98070,1859.0
138949,1547.0
29329,3117.0
133406,695.0
91605,3197.0
116855,1587.0
110000,987.0
68032,1169.0
122434,1591.0
145176,2107.0
54284,2770.0
69045,1446.0
84369,2104.0
11116,3317.0
139543,392.0
90061,2352.0
105561,1248.0
120580,583.0
135589,1657.0
155920,2634.0
65871,1126.0
31460,1424.0
28821,1467.0
29024,1084.0
2360,2495.0
65330,1900.0
6774,810.0
16956,751.0
62466,1910.0
81697,1740.0
1766,2437.0
96640,1202.0
79475,1415.0
80260,1819.0
23429,867.0
25992,2148.0
147872,1983.0
49155,1668.0
21725,437.0
29935,1164.0
21667,984.0
78489,2198.0
18550,3131.0
117866,1247.0
17981,3229.0
53183,3691.0
140897,1762.0
108184,1118.0
29676,1779.0
57662,2071.0
5765,1543.0
6682,997.0
151119,2100.0
143944,694.0
69431,1044.0
92456,894.0
125079,870.0
42767,2614.0
38741,1603.0
